date,472E37C6,472CB426,472E8448,472CF72C,472E112A,47E3903C,100021,100059,100065,100088,114034,100081,114035,114038,114040,114041,114042,114047,114050,114093,115037,115038,115033,115035,115046,115047,115051,115053,115138,115140,116009,116026,116075,116027,270200,116029,116030,116060
2020-01-15,21.3,3.7,13.600000000000005,5.3,6.399999999999998,8.9,3.4,18.2,1.3,2.5,10.5,2.7,25.8,9.6,9.6,9.7,1.4,6.9,1.6,7.2,1.2,0.0,13.7,11.0,12.8,3.0,1.0,8.3,4.2,9.7,0.0,7.8,0.0,4.9,2.0,4.1,8.2,12.5
2020-01-16,1.5,12.8,3.9,1.2,0.0,2.3999999999999995,0.0,1.1,3.4,0.3,2.4,6.7,4.4,1.6,10.2,1.7,0.0,10.7,0.0,11.4,2.9,7.5,2.6,0.4,8.6,4.0,0.0,0.0,1.0,7.8,0.0,3.8,0.0,0.0,1.6,0.8,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.7,5.7,12.0,12.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,6.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,1.2,3.1,2.1,19.4,1.2,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,2.2,1.5000000000000002,0.0,0.1,4.9,0.7,2.7,0.0,0.0,9.5,18.4,7.1,27.3,24.6,20.2,0.0,0.0,24.9,3.2,0.0,0.7,0.0,2.7,0.0,2.2,0.0,3.0,0.0,0.2,2.7,15.4,0.0,14.2,5.4,0.0,0.0,8.4,13.0
2020-01-20,13.8,2.9000000000000004,10.6,3.6,1.6,10.6,2.8,2.8,8.1,2.5,12.3,3.4,10.3,8.2,3.8,23.7,4.6,7.5,2.7,3.9,1.3,0.0,7.9,0.6,0.0,0.0,10.5,0.0,3.6,13.3,9.2,0.2,15.3,1.5,0.9,6.4,4.8,5.6
2020-01-21,0.2,3.5000000000000004,1.8,1.4,2.2,6.0,11.7,5.7,2.5,4.7,0.7,5.9,0.0,0.0,3.6,5.1,1.0,10.3,0.0,6.2,0.3,0.0,0.9,5.0,0.0,0.0,0.0,0.8,1.0,0.1,3.4,0.8,3.0,1.7,0.0,13.7,2.8,13.8
2020-01-22,19.1,7.9,8.299999999999999,3.9,13.8,3.2,5.3,14.2,0.0,12.5,8.8,8.9,0.0,2.5,4.2,6.8,2.0,3.9,3.8,8.0,0.0,0.0,5.4,13.2,16.2,0.0,9.0,0.0,4.4,10.1,0.0,16.8,20.0,14.4,0.0,5.1,8.2,18.4
2020-01-23,1.7000000000000002,0.3,0.0,0.8,0.0,4.6,0.0,8.1,0.0,0.3,1.6,1.1,7.9,0.0,26.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0
2020-01-25,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,1.8,1.9
2020-01-26,0.3,0.0,0.0,0.2,0.0,0.0,0.0,6.6,0.0,0.0,3.3,0.0,4.3,1.9,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.2,0.0,2.2,0.0,0.0,0.0,2.2,0.0
2020-01-27,4.3,0.2,0.0,1.3,2.3,3.5000000000000004,0.0,0.2,0.0,0.8,0.0,0.0,4.8,32.2,2.8,0.0,3.8,9.3,0.2,3.8,6.1,0.0,0.6,7.6,0.0,2.4,1.5,7.9,1.5,0.0,0.8,1.2,0.0,3.3,10.5,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,8.3,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,11.3,1.9,0.2,5.7,5.699999999999998,0.2,9.2,0.0,4.5,10.6,0.0,3.1,12.6,0.1,6.4,0.0,1.2,0.0,0.0,2.9,5.0,7.2,28.0,4.3,2.0,0.0,8.6,9.2,5.5,0.0,6.8,1.4,1.6,2.0,0.9,9.2,0.0,9.4
2020-01-30,10.4,14.3,0.5,14.6,5.5,0.0,1.5,0.1,22.1,9.6,1.5,14.7,14.7,13.9,7.2,1.8,11.2,0.9,0.0,11.9,14.3,9.4,8.7,29.2,16.6,20.0,4.4,3.4,13.5,2.4,20.6,6.4,11.2,5.7,8.6,4.3,8.0,3.6
2020-01-31,2.9000000000000004,4.6,0.7,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,1.9,0.7,0.2,0.0,0.1,0.0,0.0,0.0,19.4,5.0,3.8,0.0,0.0,1.3,0.5,0.0,0.0,16.0,1.3,0.3,0.0,0.0,0.8,0.0,0.0,0.0,8.1,0.0,0.0
2020-02-01,0.0,1.1,0.0,0.0,0.2,3.5,0.0,0.1,0.0,0.0,7.3,0.0,0.0,0.0,1.2,0.0,0.6,1.4,8.4,0.4,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,23.4,4.6,0.0,1.0,0.0,0.0,0.0,13.8
2020-02-02,24.50000000000001,4.9,4.7,10.7,1.4,7.300000000000002,22.1,9.6,21.2,23.3,44.0,12.4,32.7,9.1,12.4,9.7,17.2,5.6,2.0,3.8,12.6,50.0,7.4,6.1,12.8,9.8,6.9,8.5,10.5,5.5,8.8,6.8,2.8,3.2,10.0,9.8,0.0,0.0
2020-02-03,25.000000000000004,2.3000000000000003,2.1,2.7,0.2,1.2000000000000002,6.4,0.6,10.5,0.6,20.9,23.0,17.3,14.8,0.0,1.6,9.4,17.3,3.4,6.5,23.7,23.2,7.8,14.0,7.6,7.6,14.8,0.8,2.3,3.4,11.2,0.4,0.0,0.0,22.0,13.8,0.0,0.0
2020-02-04,5.4,1.2000000000000002,2.3,13.1,0.3,1.6,1.3,0.0,29.5,3.0,1.1,4.4,5.6,2.7,14.2,9.8,2.8,8.8,9.5,6.7,9.0,31.4,9.4,3.3,7.4,2.4,12.2,1.1,13.1,1.4,6.4,0.0,5.3,0.0,5.7,7.7,0.0,0.0
2020-02-05,10.0,0.0,7.399999999999999,0.0,2.0,4.1,2.4,12.7,7.6,0.0,4.3,0.2,8.1,5.4,1.6,3.2,8.9,7.3,23.0,7.2,0.0,3.7,1.1,7.2,4.8,0.0,4.2,1.6,0.0,29.8,26.5,0.0,3.4,2.0,0.0,2.7,3.6,6.5
2020-02-06,10.2,13.5,12.9,12.5,1.4000000000000004,0.1,6.8,0.0,27.0,0.8,10.8,5.5,3.5,4.8,6.6,23.4,11.0,3.8,6.3,12.0,10.1,22.2,11.1,5.0,26.4,18.0,23.3,7.9,10.8,9.9,22.4,2.6,19.8,1.6,14.3,7.1,8.6,0.0
2020-02-07,7.2,7.6,5.4,10.6,7.3,5.0,17.3,4.7,10.0,,8.9,17.5,5.7,5.2,20.2,2.2,4.2,10.0,5.5,5.4,5.8,7.9,6.1,12.0,5.6,13.6,4.5,13.4,0.8,10.2,15.2,4.4,5.9,9.1,12.9,4.3,7.6,1.4
2020-02-08,11.7,8.7,3.8,14.199999999999996,3.5,6.0,18.4,18.5,22.2,6.8,6.3,5.0,0.0,6.0,0.0,5.3,7.0,3.3,0.8,10.5,40.5,13.7,2.0,11.0,6.2,15.6,1.3,6.6,9.3,1.1,18.2,11.6,18.4,4.7,35.5,16.7,10.6,25.8
2020-02-09,21.8,10.0,37.8,11.6,12.2,13.999999999999998,40.5,28.8,4.6,27.6,15.1,18.4,13.6,10.2,8.8,3.8,0.4,11.4,10.4,8.3,3.9,1.2,18.3,4.4,3.6,7.2,19.4,9.8,12.2,18.1,34.6,12.4,13.8,13.4,4.4,17.2,13.8,1.8
2020-02-10,15.599999999999998,21.799999999999994,6.6,1.4,7.1,12.999999999999998,11.0,6.2,0.0,5.6,6.6,11.7,6.7,3.6,2.0,11.1,21.2,2.2,1.2,6.9,3.3,0.0,6.0,10.4,23.6,9.6,9.8,0.7,1.5,12.8,15.7,16.4,13.4,5.3,28.0,21.2,14.6,3.0
2020-02-11,5.2,20.700000000000006,8.799999999999997,3.2,8.100000000000001,2.8000000000000003,11.3,27.5,23.8,18.7,2.3,6.4,5.2,3.3,0.0,3.2,8.2,14.9,8.8,17.7,10.9,15.3,3.6,1.2,0.0,6.2,8.4,1.7,3.2,8.7,25.2,16.0,25.1,13.5,6.2,19.8,15.6,8.5
2020-02-12,4.8,8.799999999999997,14.3,0.6,14.8,22.0,7.6,6.9,3.3,7.6,12.3,0.4,5.3,8.4,5.8,4.2,1.4,1.3,2.6,18.2,4.4,4.7,5.1,2.5,2.2,1.8,2.4,15.6,0.7,5.6,2.7,16.8,12.6,0.0,3.4,13.2,2.4,6.4
2020-02-13,9.0,14.8,4.8,13.6,12.8,6.1,32.9,40.8,17.4,29.9,13.8,8.3,7.9,12.2,13.4,7.7,13.4,11.1,18.2,19.7,5.2,16.4,22.1,14.1,7.8,12.4,17.1,15.2,16.2,10.1,16.0,29.4,15.2,21.0,13.4,28.2,11.6,22.0
2020-02-14,7.399999999999999,8.1,9.8,2.7,4.6,7.6,3.2,7.9,11.4,3.5,5.0,3.3,1.9,2.4,0.0,0.5,2.0,2.3,2.3,1.8,0.9,0.0,2.0,1.5,1.6,0.0,5.0,2.2,1.5,3.5,0.0,8.6,6.2,2.9,0.3,2.3,2.4,1.8
2020-02-15,15.0,0.0,1.5,7.8,0.2,7.499999999999999,22.9,20.6,0.0,0.9,18.5,1.2,4.7,0.9,0.0,3.1,,0.6,0.0,0.6,0.0,1.0,1.0,4.1,11.0,5.4,2.9,8.8,7.1,2.9,5.7,0.0,2.2,0.1,2.2,4.5,2.6,2.0
2020-02-16,0.0,0.0,4.0,0.0,0.0,3.6,12.1,6.0,28.5,0.0,0.0,0.0,3.7,11.9,0.0,0.0,0.0,1.0,0.0,10.2,3.8,0.0,3.4,2.2,0.0,13.0,5.5,2.3,0.0,8.0,5.2,2.8,0.0,0.2,1.2,3.7,3.0,23.0
2020-02-17,5.999999999999999,5.8,1.8,1.1,6.8,3.4,0.3,1.5,1.2,0.4,3.8,0.2,12.3,20.7,16.2,3.3,9.0,3.9,10.0,6.0,20.0,0.0,0.7,2.7,0.0,9.6,1.1,1.4,0.2,6.0,9.1,10.0,5.6,9.0,11.3,16.3,0.0,3.2
2020-02-18,3.5,0.0,0.0,0.2,2.3000000000000003,1.4,1.4,0.0,12.0,1.5,9.9,0.1,5.6,9.7,7.2,0.0,0.0,2.3,0.0,0.0,5.8,41.1,0.1,0.0,2.6,3.8,0.0,4.1,0.3,0.2,0.0,0.0,2.2,3.2,0.0,0.0,0.0,8.4
2020-02-19,12.8,2.8,0.2,0.2,0.0,0.1,0.0,4.5,0.0,0.2,5.2,4.3,9.7,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.5,8.6,0.0,0.0,0.0,12.5,0.2,1.7,5.2,0.0,3.0,0.0,0.0,3.4,0.0,0.0
2020-02-20,11.599999999999998,6.699999999999998,8.2,2.3000000000000003,0.0,1.2,7.0,0.0,39.3,3.4,5.8,2.1,5.7,5.0,9.4,3.7,6.2,8.2,10.0,8.5,14.0,4.7,15.0,1.8,17.8,5.8,0.0,7.9,2.4,0.0,2.3,2.4,7.1,0.0,6.7,1.7,0.0,0.0
2020-02-21,7.1000000000000005,6.5,2.8000000000000003,9.4,3.2,1.3,8.5,3.7,13.3,11.6,20.4,20.4,13.9,18.7,17.2,18.5,12.4,10.8,8.6,16.2,4.8,5.0,4.5,15.0,14.4,16.4,8.3,2.3,9.2,2.9,22.7,11.6,4.3,3.1,8.2,12.4,8.6,8.4
2020-02-22,7.400000000000001,1.2,2.5,9.3,2.0,5.199999999999998,0.0,0.3,0.0,1.8,2.2,6.8,3.7,0.5,5.2,2.7,,4.6,0.0,4.2,0.0,20.5,3.5,7.4,23.6,2.6,2.3,0.4,9.3,3.9,12.2,20.0,15.2,0.2,0.0,20.8,4.6,3.8
2020-02-23,1.5,0.0,2.9000000000000004,6.8,0.0,0.4,0.0,0.0,1.9,0.0,0.0,1.3,0.0,0.0,0.0,0.3,0.4,0.0,,11.8,0.4,20.5,0.0,4.6,0.0,0.0,0.0,0.0,7.2,2.7,13.0,2.6,0.0,0.0,0.0,0.4,0.0,0.0
2020-02-24,10.2,3.1,4.8,33.0,0.0,3.0000000000000004,0.8,1.4,0.0,0.0,8.9,14.7,0.0,0.0,0.0,0.0,0.0,4.0,2.8,4.3,0.0,7.9,17.0,0.0,0.0,0.0,4.6,0.0,33.5,11.0,0.5,1.2,0.0,0.2,0.0,3.6,0.0,0.0
2020-02-25,25.300000000000004,3.3000000000000003,0.4,15.999999999999998,0.0,0.8,0.0,0.3,0.0,0.0,1.0,13.0,0.0,5.1,0.0,3.9,10.2,0.8,0.0,6.6,0.0,27.2,7.8,2.6,7.6,0.0,5.6,0.0,16.2,0.8,0.0,7.2,0.0,0.0,0.0,0.7,2.6,0.0
2020-02-26,4.4,3.4000000000000004,18.700000000000006,9.1,1.3,11.4,26.2,12.0,6.6,6.0,6.9,7.4,4.7,6.1,3.4,3.3,1.2,3.1,0.0,1.7,5.9,14.6,5.1,4.0,24.2,1.6,3.1,0.0,7.1,17.2,4.2,17.2,0.0,2.5,5.9,14.7,0.0,0.0
2020-02-27,17.200000000000006,18.0,14.2,4.3,3.9,5.4,8.0,10.2,0.0,5.5,21.0,0.1,9.6,9.8,0.0,4.7,0.0,3.8,10.8,0.5,4.8,0.0,5.1,5.2,26.0,8.4,5.2,0.5,3.5,21.7,0.0,13.6,0.0,7.0,5.1,11.2,4.6,8.0
2020-02-28,13.3,0.2,22.9,0.5,1.8,25.800000000000008,0.0,7.1,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.7,9.6,0.8,0.0,0.0,5.7,0.0,0.0,0.0,0.9,0.0,0.5,24.9,0.2,,19.6,3.0,0.0,1.2,0.0,4.4
2020-02-29,0.2,1.2000000000000002,1.0,0.0,0.5,0.1,2.5,0.4,0.0,0.0,8.6,0.0,8.6,1.6,0.0,0.2,0.0,36.4,2.2,3.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
